"","species","English_Common_Name","firstyear","lastyear","ave.ind","max.ind","RCI","Uncertain","conv","u","u.lowCI","u.upCI","R","R.lowCI","R.upCI","Q","Q.lowCI","Q.upCI","predicted_year","qe.pred_50","p.30_percent_decline_50_years","y.hl.30_percent_decline","p.50_percent_decline_50_years","y.hl.50_percent_decline","p.70_percent_decline_50_years","y.hl.70_percent_decline"
"481","American Dipper","American Dipper",1970,2017,0.070097375,0.079817,0.477569208854894,FALSE,0,-0.00379833252885988,-0.00542429521230465,-0.00217236984541512,0.000893756436900076,0.000493217574634411,0.00129429529916574,2.16134818647097e-05,-3.05113627457182e-05,7.37383264751376e-05,2067,0,0,NA,0,NA,0,NA
"529","American Golden-Plover","American Golden-Plover",1974,2016,0.141783720930233,0.336,1.351933722704,FALSE,0,-0.0192754800740836,-0.0275945887086092,-0.0109563714395581,0.0811893444773017,0.0442983900377161,0.118080298916887,0,-0.00061520885078522,0.00061520885078522,2066,0,1,19,1,36,0,NA
"577","American Goldfinch","American Goldfinch",1970,2017,6.21367179166667,6.849463,0.0907527423002904,FALSE,0,-0.00142090976926369,-0.00908458229276711,0.00624276275423974,0.00100853084460861,0.000307037397031017,0.00171002429218621,0.000693839264220956,6.14539431323055e-06,0.00138153313412868,2067,0,0.109,NA,0.001,NA,0,NA
"625","American Kestrel","American Kestrel",1970,2017,0.869256083333333,1.138404,0.124398689789965,FALSE,0,-0.0117336774550697,-0.0122740664395237,-0.0111932884706158,0.000504309606605761,0.000293762519057001,0.000714856694154521,0,-2.45648789531516e-06,2.45648789531516e-06,2067,0,1,31,0,NA,0,NA
"673","American Oystercatcher","American Oystercatcher",1970,2017,9.369406403875,11.91840058,2.2832139358938,TRUE,0,0.010193467070768,0.00973587345743602,0.0106510606841,0.000455992992490874,0.000256424647726965,0.000655561337254783,0,-3.30237830964847e-06,3.30237830964847e-06,2067,0,0,NA,0,NA,0,NA
"721","American Pipit","American Pipit",1970,2017,11.6319741277917,14.99430378,1.12782491556599,FALSE,0,-0.00553502000514405,-0.0202179293019226,0.00914788929163448,0.00365353755805031,0.00110255832157538,0.00620451679452524,0.00254810120549836,3.04964728134972e-05,0.00506570593818322,2067,0,0.59,40,0.189,NA,0.008,NA
"769","American Redstart","American Redstart",1970,2017,4.61477697916667,5.027402,0.271090083553084,FALSE,0,-0.00156026582331566,-0.00466823139991451,0.00154769975328318,0.000567616619812278,0.000256138987171772,0.000879094252452784,0.000105642567872024,-4.7275707489447e-05,0.000258560843233494,2067,0,0,NA,0,NA,0,NA
"817","American Robin","American Robin",1970,2017,32.3756343333333,33.6852,0.0622123915105365,FALSE,0,0.00102238281189401,-0.000658456852427931,0.00270322247621595,0.000136892863118539,6.25247912849065e-05,0.000211260934952172,3.20262330509989e-05,-7.98645859001763e-06,7.20389246920155e-05,2067,0,0,NA,0,NA,0,NA
"865","American Three-toed Woodpecker","American Three-toed Woodpecker",1970,2017,0.0445520416666667,0.098332,1.42577727752504,FALSE,0,0.0342411078759816,0.0296485539577348,0.0388336617942284,0.000292820188168656,7.26662339493054e-05,0.000512974142388006,0.000250278660228076,1.02978665272122e-05,0.000490259453928941,2067,0,0,NA,0,NA,0,NA
"913","American Tree Sparrow","American Tree Sparrow",1970,2017,59.9774083216667,95.93170374,0.368648311923988,FALSE,0,-0.0177808008063154,-0.0203329181742353,-0.0152286834383955,0.0139341874457864,0.00763527683055976,0.020233098061013,0,-0.000119687363250077,0.000119687363250077,2067,0,1,21,1,39,0,NA
"961","American White Pelican","American White Pelican",1970,2017,11.4389032083333,42.581547,1.50031103033872,FALSE,0,0.0603585416063743,0.0494492970178549,0.0712677861948937,0.00175609255500784,0.000379157318861705,0.00313302779115397,0.00139534254460297,-7.12963854687424e-05,0.00286198147467468,2067,0,0,NA,0,NA,0,NA
"1009","American Wigeon","American Wigeon",1970,2017,2599.87291666667,3595.5,0.237838800830647,FALSE,0,-0.00317578671304125,-0.0305081335757629,0.0241565601496804,0.00595055957195682,0.0002980651515372,0.0116030539923764,0.00895800584355331,0.00112206687603177,0.0167939448110748,2067,0,0.668,25,0.378,NA,0.108,NA
"1057","American Woodcock","American Woodcock",1970,2017,3.21166666666667,4.1,NA,TRUE,0,-0.0086340301576967,-0.0175296438483145,0.000261583532921147,0.000246819333994644,-0.000157483555047745,0.000651122223037034,0.000959425691888728,0.000213035721424444,0.00170581566235301,2067,0,0.732,36,0.153,NA,0,NA
"1105","Ancient Murrelet","Ancient Murrelet",1970,2017,0.597895486041667,1.814983675,4.78116362610097,TRUE,0,0.031233966325286,0.0227124707854326,0.0397554618651394,0.163921484611082,0.0942372174425436,0.233605751779621,0,-0.000961589085807615,0.000961589085807615,2067,0,0,NA,0,NA,0,NA
"1153","Anhinga","Anhinga",1970,2017,0.3134854375,0.533029,0.58909198270295,FALSE,0,0.017341169661649,0.00922524852980077,0.0254570907934972,0.000976159958885076,0.000255325271049863,0.00169699464672029,0.000779296487980421,1.76937566091904e-05,0.00154089921935165,2067,0,0.002,NA,0.034,NA,0.009,NA
"1201","Anna's Hummingbird","Anna's Hummingbird",1970,2017,0.600687708333333,1.041161,0.416056721469259,FALSE,0,0.0238309283086301,0.0203905549852349,0.0272713016320253,0.000540377315272563,0.000241970031883503,0.000838784598661623,0.000134260860329408,-3.3155144893749e-05,0.000301676865552565,2067,0,0,NA,0,NA,0.013,NA
"1249","Arctic Tern","Arctic Tern",1993,2017,1.61428136,2.246417,1.38002199610331,FALSE,0,-0.0236058342736499,-0.0267088744997195,-0.0205027940475802,0.00248251591868045,0.000947640445890152,0.00401739139147074,0,-5.22785616504508e-05,5.22785616504508e-05,2067,0,1,16,1,30,0.145,NA
"1297","Arctic Warbler","Arctic Warbler",1993,2017,16.26769168,31.175815,4.26538756700916,TRUE,0,-0.044361358837787,-0.0496530988363088,-0.0390696188392653,0.00943974005476935,0.00334939277933116,0.0155300873302075,0,-0.000239671127878709,0.000239671127878709,2067,0,1,9,1,16,1,28
"1345","Ash-throated Flycatcher","Ash-throated Flycatcher",1970,2017,9.3555971875,12.115738,0.322913797566923,FALSE,0,0.00960776098933428,0.00905581857731618,0.0101597034013524,0.000716251691903184,0.000417142278582481,0.00101536110522389,0,-3.49989469894621e-06,3.49989469894621e-06,2067,0,0,NA,0,NA,0,NA
"1393","Atlantic Puffin","Atlantic Puffin",1970,2017,0.115093053395833,0.232448017,5.70453187313601,TRUE,0,0.0348973147187253,0.0333519157709142,0.0364427136665364,0.00566872034906675,0.00308732106427049,0.00825011963386302,0,-5.03245036771419e-05,5.03245036771419e-05,2067,0,0,NA,0,NA,0,NA
"1441","Bachman's Sparrow","Bachman's Sparrow",1970,2017,0.639114541666667,1.278661,0.581884343793574,FALSE,0,-0.0302942107607125,-0.0351769997125566,-0.0254114218088683,0.000634299053987644,0.000209722099517035,0.00105887600845825,0.00027149575578073,-6.60413799378294e-05,0.00060903289149929,2067,0,1,12,1,23,0.997,40
"1489","Baird's Sandpiper","Baird's Sandpiper",1974,2016,0.226613953488372,0.5,1.78059794635397,FALSE,0,0.0130903222739816,0.00313333577063128,0.0230473087773319,0.135488401843123,0.0744087472292883,0.196568056456957,0,-0.000965108160825286,0.000965108160825286,2066,0,0,NA,0,NA,0,NA
"1537","Baird's Sparrow","Baird's Sparrow",1970,2017,6.00096179166667,11.272099,1.07361648351732,FALSE,0,-0.0228250236687136,-0.051277823756769,0.00562777641934179,0.0091238596860129,0.00170339036586995,0.0165443290061559,0.00965424344278521,0.000746998956661712,0.0185614879289087,2067,0,0.955,10,0.85,24,0.573,46
"1585","Bald Eagle","Bald Eagle",1970,2017,0.0848816875,0.288538,0.451321645105398,FALSE,0,0.0554204073188668,0.048509573454965,0.0623312411827686,0,-0.00017089982357188,0.00017089982357188,0.000583321463046464,0.00017238510438551,0.000994257821707418,2067,0,0,NA,0,NA,0,NA
"1633","Baltimore Oriole","Baltimore Oriole",1970,2017,2.76763220833333,3.727493,0.124709465880953,FALSE,0,-0.0122220471662787,-0.0148923432309882,-0.00955175110156922,0.000424495743124304,0.000200113924093262,0.000648877562155347,7.95438221581048e-05,-2.66962069633282e-05,0.000185783851279538,2067,0,1,29,0.105,NA,0,NA
"1681","Band-tailed Pigeon","Band-tailed Pigeon",1970,2017,3.9195144375,6.247665,0.728259015935015,FALSE,0,-0.0161664651395256,-0.0233897260251503,-0.00894320425390089,0.00162508786134305,0.00064929949435005,0.00260087622833605,0.000602287588997379,-9.05821556082381e-05,0.001295157333603,2067,0,0.997,21,0.783,42,0.014,NA
"1729","Bank Swallow","Bank Swallow",1970,2017,11.6769282291667,39.326765,0.716737132945278,FALSE,0,-0.0474377991605039,-0.0621593186757755,-0.0327162796452324,0.000618242383253624,-0.000463212572934095,0.00169969733944134,0.00262877384608641,0.000594400757559737,0.00466314693461309,2067,0,1,7,1,15,1,25
"1777","Barn Owl","Barn Owl",1970,2017,0.0183779375,0.035784,1.03013967835881,FALSE,0,0.0257515738231223,0.0184898935937522,0.0330132540524925,0.00228272823600599,0.00100445202616448,0.00356100444584749,0.000598961891235437,-0.000144544318043736,0.00134246810051461,2067,0.026,0,NA,0,NA,0.025,NA
"1825","Barn Swallow","Barn Swallow",1970,2017,14.1427860208333,17.778755,0.0778967262962742,FALSE,0,-0.010079654868783,-0.0144603732712655,-0.00569893646630049,0.000199788671485512,3.16609541133712e-05,0.000367916388857654,0.000229167480034559,2.02103293308632e-05,0.000438124630738256,2067,0,0.935,35,0.046,NA,0,NA
"1873","Barred Owl","Barred Owl",1970,2017,0.116778708333333,0.176732,0.203124011422086,FALSE,0,0.0168936659673525,0.0144918044225756,0.0192955275121295,0.000183632825822825,7.41239054181947e-05,0.000293141746227456,6.65229463911745e-05,-1.01598988256283e-05,0.000143205791607977,2067,0,0,NA,0,NA,0,NA
"1921","Barrow's Goldeneye","Barrow's Goldeneye",1970,2017,0.244488645833333,0.35655,1.67260005929046,FALSE,0,-0.0135876352442903,-0.0146613098747689,-0.0125139606138116,0.00232520164110365,0.00131838312892308,0.00333202015328422,0,-1.57185181376883e-05,1.57185181376883e-05,2067,0,1,27,0.269,NA,0,NA
"1969","Bay-breasted Warbler","Bay-breasted Warbler",1970,2017,1.53960295833333,1.991884,1.09311473435804,FALSE,0,-0.00309815959020235,-0.0103847202419149,0.00418840106151025,0.0133841701394702,0.00701392513716045,0.01975441514178,0.000406567262957721,-0.000696691446066464,0.0015098259719819,2067,0,0.117,NA,0,NA,0,NA
"2017","Bell's Sparrow","Bell's Sparrow",1970,2017,33.7522569166667,38.05439,1.06000456719507,FALSE,0,-0.00234786354118235,-0.00478688585960015,9.11587772354583e-05,0.000731460157179731,0.000386640352292879,0.00107627996206658,6.3517484202576e-05,-3.17858792849322e-05,0.000158820847690084,2067,0,0,NA,0,NA,0,NA
"2065","Bell's Vireo","Bell's Vireo",1970,2017,1.3094085,1.910143,0.485800111438458,FALSE,10,0.00546256841227436,-0.00919065560106114,0.0201157924256099,3.04055537056919e-05,-0.000730688324057087,0.000791499431468471,0.00262502699729188,0.00080284945511653,0.00444720453946723,2067,0,0.274,NA,0.075,NA,0.003,NA
"2113","Belted Kingfisher","Belted Kingfisher",1970,2017,0.280881104166667,0.383093,0.162245905765324,FALSE,0,-0.0140568579900578,-0.0145264633273567,-0.0135872526527589,0.000256412743893761,0.000148040870087801,0.000364784617699722,0,-1.42615970572986e-06,1.42615970572986e-06,2067,0,1,26,0.668,50,0,NA
"2161","Bendire's Thrasher","Bendire's Thrasher",1970,2017,0.446731416666667,1.089354,1.13134806732261,FALSE,0,-0.043225149924183,-0.0493248888384259,-0.03712541100994,0.00318698654575108,0.00160385308222305,0.00477012000927911,0.000408182514775701,-0.000171632208934662,0.000987997238486064,2067,0,1,9,1,16,1,28
"2209","Bewick's Wren","Bewick's Wren",1970,2017,3.9348705625,5.169411,0.379999453814688,FALSE,0,-0.00796586194262335,-0.0162825963240349,0.000350872438788201,0.00100382376467166,0.000245674626687268,0.00176197290265605,0.000817627361392941,6.83963972404318e-06,0.00162841508306184,2067,0,0.68,40,0.097,NA,0,NA
"2257","Black-and-white Warbler","Black-and-white Warbler",1970,2017,2.13105795833333,2.749869,0.322782035778064,FALSE,0,-0.00748881375474792,-0.012688596012902,-0.00228903149659384,0.0021735337199053,0.00109367540250839,0.0032533920373022,0.000298922623973781,-0.000109802404301975,0.000707647652249537,2067,0,0.622,46,0.006,NA,0,NA
"2305","Black-backed Woodpecker","Black-backed Woodpecker",1970,2017,0.0763611041666667,0.13019,0.881020735079319,FALSE,0,0.0213794205200191,0.0150328782109827,0.0277259628290556,0.000953615291041191,0.000352598112488878,0.0015546324695935,0.00047168259329536,-2.36145352409811e-05,0.0009669797218317,2067,0,0,NA,0.002,NA,0.018,NA
"2353","Black-bellied Plover","Black-bellied Plover",1974,2016,1.07558139534884,2.24,1.00839483923412,FALSE,0,-0.0163996460074036,-0.0220387607401872,-0.0107605312746199,0.0530425534095279,0.0297659085436002,0.0763191982754556,0,-0.000284244975583024,0.000284244975583024,2066,0,1,22,1,43,0,NA
"2401","Black-billed Cuckoo","Black-billed Cuckoo",1970,2017,0.4750756875,0.975017,0.55716473312941,FALSE,0,-0.019795586349674,-0.0601374326519724,0.0205462599526244,0.0204712127530417,0.00437039727765362,0.0365720282284298,0.0193329867278665,0.000939041737161049,0.0377269317185719,2067,0.012,0.918,8,0.798,21,0.565,44
"2449","Black-billed Magpie","Black-billed Magpie",1970,2017,11.6740520625,13.913136,0.240508190470863,FALSE,0,-0.00550019263312196,-0.00953646343546745,-0.00146392183077646,0.000305766262398199,9.80140075147994e-05,0.000513518517281599,0.000191923316477808,-2.77317009724762e-06,0.000386619803052863,2067,0,0.245,NA,0,NA,0,NA
"2497","Black-capped Chickadee","Black-capped Chickadee",1970,2017,4.233978,4.987627,0.146372925741456,FALSE,0,0.00658078645394162,0.00537143277895451,0.00779014012892873,0.00221926282904333,0.00128255273493846,0.0031559729231482,0,-1.21839318869587e-05,1.21839318869587e-05,2067,0,0.006,NA,0,NA,0,NA
"2545","Black-chinned Hummingbird","Black-chinned Hummingbird",1970,2017,0.2084725625,0.276085,0.402292184262868,FALSE,0,0.00936458692445524,0.00610296285009071,0.0126262109988198,0.000997046445057885,0.000512712382027269,0.0014813805080885,0.00011642520076449,-4.70989609331605e-05,0.000279949362462141,2067,0,0.013,NA,0,NA,0,NA
"2593","Black-chinned Sparrow","Black-chinned Sparrow",1970,2017,1.95665172916667,3.410442,1.85727776139426,FALSE,0,-0.02205778600834,-0.0345924692344832,-0.00952310278219677,0.00155246006631244,0.0002187624785244,0.00288615765410048,0.00187825466177973,0.000183272458859828,0.00357323686469964,2067,0,0.997,15,0.936,30,0.42,NA
"2641","Black-crested Titmouse","Black-crested Titmouse",1970,2017,8.16949052083333,10.23422,1.05958879504116,FALSE,0,-0.00717405777524551,-0.00821660121776684,-0.00613151433272417,0.00260494881157562,0.00149568808425549,0.00371420953889575,0,-1.55062059597601e-05,1.55062059597601e-05,2067,0,0.549,50,0,NA,0,NA
"2689","Black-crowned Night-Heron","Black-crowned Night-Heron",1970,2017,0.178757041666667,0.226706,0.677269359986096,FALSE,0,-0.00440027858971827,-0.0115213383988555,0.002720781219419,0.00178047757833292,0.000759711035541825,0.00280124412112402,0.000585525164547731,-8.22806242182627e-05,0.00125333095331372,2067,0,0.292,NA,0.004,NA,0,NA
"2737","Black-headed Grosbeak","Black-headed Grosbeak",1970,2017,3.06745322916667,3.588049,0.266771104761239,FALSE,0,0.00517473964608359,0.00226135950891258,0.00808811978325459,0.000172187327495729,5.85194013644288e-05,0.00028585525362703,9.98429348149746e-05,-2.22935398610767e-06,0.000201915223616057,2067,0,0.017,NA,0,NA,0,NA
"2785","Black-legged Kittiwake","Black-legged Kittiwake",1970,2017,2.03256238072917,4.138679643,5.37613313861047,TRUE,0,-0.017622029233761,-0.0452476698632315,0.0100036113957094,0.0278828361692425,0.0120098331701322,0.0437558391683528,0.00879939612790846,-0.00134609154775954,0.0189448838035765,2067,0,0.915,13,0.753,30,0.417,NA
"2833","Black-necked Stilt","Black-necked Stilt",1970,2017,2.42204191666667,4.453366,1.11324636437,FALSE,0,0.0235227189800099,0.0183923625559738,0.028653075404046,0.00176437832784943,0.000854412841713137,0.00267434381398572,0.000292646687587138,-0.000103210933755068,0.000688504308929344,2067,0,0,NA,0,NA,0.02,NA
"2881","Black-tailed Gnatcatcher","Black-tailed Gnatcatcher",1970,2017,3.81096302083333,5.559472,1.25705145808526,FALSE,0,0.00927800720671995,-0.017310654358355,0.0358666687717949,0.0110472756959512,0.00289698998127884,0.0191975614106235,0.00833626382188219,-7.58332884194472e-05,0.0167483609321838,2067,0,0.481,NA,0.248,NA,0.08,NA
"2929","Black-throated Blue Warbler","Black-throated Blue Warbler",1970,2017,1.01422866666667,1.464351,0.349842409557637,FALSE,0,0.0157802832616655,0.0108936798899395,0.0206668866333916,0.000727794644657691,0.000296381186520673,0.00115920810279471,0.000277294191828774,-3.03931126080961e-05,0.000584981496265644,2067,0,0,NA,0.023,NA,0,NA
"2977","Black-throated Gray Warbler","Black-throated Gray Warbler",1970,2017,3.1384726875,4.149241,0.674864120673534,FALSE,0,-0.0119683317527309,-0.0218175110987368,-0.00211915240672511,0.00185094653033965,0.000603741574487097,0.0030981514861922,0.00114291484624775,-1.49632271306461e-05,0.00230079291962615,2067,0,0.901,27,0.412,NA,0.008,NA
"3025","Black-throated Green Warbler","Black-throated Green Warbler",1970,2017,2.55799927083333,2.876,0.381527260628462,FALSE,0,0.00273011227971581,-0.00365703174354256,0.00911725630297417,0.000344738303469601,2.74757556604391e-05,0.000662000851278763,0.000488982475897515,5.90797775251913e-05,0.000918885174269838,2067,0,0.045,NA,0,NA,0,NA
"3073","Black-throated Sparrow","Black-throated Sparrow",1970,2017,27.7669185,40.065962,0.616304554747257,FALSE,0,-0.0115423447753175,-0.0134074152513238,-0.00967727429931131,0.00693973988105937,0.003900142886136,0.00997933687598275,0,-5.04973050795974e-05,5.04973050795974e-05,2067,0,1,31,0,NA,0,NA
"3121","Black-whiskered Vireo","Black-whiskered Vireo",1993,2017,4.72406332,6.160047,5.97572251445294,TRUE,0,-0.00821733343914074,-0.0129448484562258,-0.00348981842205571,0.00754447433676718,0.00282914604525805,0.0122598026282763,0,-0.000167511065455768,0.000167511065455768,2067,0,0.993,44,0,NA,0,NA
"3169","Black Guillemot","Black Guillemot",1970,2017,27.9571828698958,113.0351938,9.75538733565572,TRUE,0,0.0309873256286032,0.0212029510382328,0.0407717002189736,0.172304010574513,0.0950718984535623,0.249536122695463,0,-0.00142144403408318,0.00142144403408318,2067,0,0,NA,0,NA,0,NA
"3217","Black Oystercatcher","Black Oystercatcher",1970,2017,5.75250766995833,15.95467654,2.16674243278428,TRUE,0,0.0354181430861879,0.0226132324934566,0.0482230536789191,0.00644950729725814,0.00283834677721555,0.0100606678173007,0.00188451223414836,-0.000318006105090212,0.00408703057338692,2067,0,0,NA,0,NA,0.007,NA
"3265","Black Phoebe","Black Phoebe",1970,2017,0.462032375,0.804931,0.453002741191796,FALSE,0,0.0251162245863832,0.00929239615535886,0.0409400530174075,0.00299865627848128,0.000627511460765415,0.00536980109619715,0.00298253782327164,0.000214027099492275,0.005751048547051,2067,0,0.008,NA,0.026,NA,0.061,NA
"3313","Black Scoter","Black Scoter",1970,2017,63.2520108347917,111.4425742,7.99551465848598,TRUE,0,-0.0244996835876178,-0.0297103651601375,-0.0192890020150982,0.00026484285125139,3.10948293675777e-05,0.000498590873135202,0.000323743663228972,2.52526495369705e-05,0.000622234676920975,2067,0,1,15,1,29,0.586,49
"3361","Black Skimmer","Black Skimmer",1970,2017,1.226723125,2.816973,4.0520979523387,TRUE,0,-0.0320743809807181,-0.0400540807686834,-0.0240946811927529,0.000556921773990518,4.37759692894871e-05,0.00107006757869155,0.000761328137073081,7.61593102336224e-05,0.00144649696391254,2067,0,1,11,1,22,0.983,38
"3409","Black Swift","Black Swift",1970,2017,6.20295783333333,18.10283,3.26374456128226,TRUE,0,-0.0568979616093509,-0.0621433351346375,-0.0516525880840644,0.000600555314103943,0.00019524324137823,0.00100586738682966,0.000319829212511171,-3.39765391363407e-05,0.000673634964158682,2067,0,1,7,1,13,1,22
"3457","Black Tern","Black Tern",1970,2017,6.05315766666667,11.937955,1.10691571920417,FALSE,0,-0.020484942228109,-0.0425953784019518,0.00162549394573385,0.0180668241693039,0.00772403399122096,0.0284096143473867,0.00561851658848087,-0.000976676016250149,0.0122137091932119,2067,0,0.958,13,0.827,29,0.452,NA
"3505","Black Turnstone","Black Turnstone",1970,2017,25.725171355,33.5397848,1.15246635641522,FALSE,0,-0.00358274772839374,-0.00527401263547279,-0.0018914828213147,0.00666605549857483,0.00391686067506202,0.00941525032208765,0,-2.72451290218759e-05,2.72451290218759e-05,2067,0,0,NA,0,NA,0,NA
"3553","Black Vulture","Black Vulture",1970,2017,2.639677625,6.776239,0.315277065831639,FALSE,0,0.0455723229279164,0.04068394896093,0.0504606968949028,0.000464492891764935,0.000155811456741437,0.000773174326788433,0.000281393122351235,-1.64090218406581e-06,0.000564427146886537,2067,0,0,NA,0,NA,0,NA
"3601","Blackburnian Warbler","Blackburnian Warbler",1970,2017,1.99070504166667,2.292361,0.345579831039449,FALSE,0,0.00301278062231685,-0.000382295746175495,0.00640785699080919,0.000176533924378059,4.10979830552455e-05,0.000311969865700872,0.000135222051683362,-6.42934073277789e-06,0.000276873444099501,2067,0,0.003,NA,0,NA,0,NA
"3649","Blackpoll Warbler","Blackpoll Warbler",1970,2017,1.665916125,5.205444,3.96432360058345,TRUE,0,-0.0449494038765515,-0.0787039972008335,-0.0111948105522695,0.0100521148565115,0.000898855585170392,0.0192053741278526,0.0136334436551453,0.0014485742114305,0.0258183130988601,2067,0.049,0.997,6,0.988,13,0.938,24
"3697","Blue-gray Gnatcatcher","Blue-gray Gnatcatcher",1970,2017,2.88360289583333,3.212343,0.173399965807551,FALSE,0,0.00312441263890291,-0.00346003995417048,0.00970886523197631,0.000156402726909042,-7.60450135994071e-05,0.000388850467417491,0.000525011824481245,0.00011057280610611,0.00093945084285638,2067,0,0.056,NA,0,NA,0,NA
"3745","Blue-headed Vireo","Blue-headed Vireo",1970,2017,1.61323722916667,2.893491,0.384666367144525,FALSE,0,0.0291870176184648,0.02479229308885,0.0335817421480796,0.00363614663240896,0.00196453937435436,0.00530775389046357,0.000191298928323101,-0.000150784793063263,0.000533382649709464,2067,0,0,NA,0,NA,0,NA
"3793","Blue-winged Teal","Blue-winged Teal",1970,2017,5349.48125,9242.3,0.230574050107486,FALSE,0,0.0106523021337087,-0.0231444165437385,0.044449020811156,0.0120441256468489,0.00197851594370399,0.0221097353499937,0.0136388230639412,0.00119782384858914,0.0260798222792932,2067,0,0.58,25,0.347,NA,0.148,NA
"3841","Blue-winged Warbler","Blue-winged Warbler",1970,2017,0.4272501875,0.543506,0.345921291770832,FALSE,0,-0.00969606366984719,-0.0183777376140028,-0.00101438972569157,0.00151875613186731,0.000516298772029985,0.00252121349170464,0.000886811063806826,-1.60183767861064e-05,0.00178964050439976,2067,0,0.807,33,0.204,NA,0,NA
"3889","Blue Grosbeak","Blue Grosbeak",1970,2017,3.14125077083333,3.842531,0.133161175481858,FALSE,0,0.00818485641386411,0.0059711047630987,0.0103986080646295,0.000348291441659591,0.000171688678797734,0.000524894204521449,5.46504800030761e-05,-1.85633792494848e-05,0.000127864339255637,2067,0,0.016,NA,0,NA,0,NA
"3937","Blue Jay","Blue Jay",1970,2017,7.42398454166667,8.643492,0.0558539921510504,FALSE,0,-0.00577701145227185,-0.00781446514471081,-0.0037395577598329,0.000178330592676264,7.63730229476245e-05,0.000280288162404904,4.68521107643818e-05,-1.34790072514015e-05,0.000107183228780165,2067,0,0.092,NA,0,NA,0,NA
"3985","Boat-tailed Grackle","Boat-tailed Grackle",1970,2017,24.6616020416667,30.666892,0.882798642616944,FALSE,0,-0.00910589490084064,-0.00964277642198605,-0.00856901337969523,0.000567728667870286,0.000322187750175048,0.000813269585565524,0,-3.80714077356395e-06,3.80714077356395e-06,2067,0,1,40,0,NA,0,NA
